Match,Squad1Key,Squad2Key,Group,Stage,Squad1,S1%,Squad1Seed,Squad2,S2%,Squad2Seed,S1_Prob,S1_wins,Simulation,MatchWinner
63,Knockout Round,Knockout Round,Finals,Knockout,Spain,0.827036031955828,M61,United States,0.683675221341859,M62,0.688700593208113,0,6780,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Germany,0.819722782830755,M62,0.322183152209042,1,6818,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Belgium,0.828474447696,M62,0.309140580767536,1,6898,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Spain,0.827036031955828,M62,0.311299406791887,1,7127,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Iran,0.697029989208942,M62,0.484384806235004,1,7225,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Spain,0.827036031955828,M62,0.311299406791887,1,7298,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Brazil,0.815674445258193,M62,0.328142503828461,1,7299,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Spain,0.827036031955828,M61,United States,0.683675221341859,M62,0.688700593208113,0,7307,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Germany,0.819722782830755,M62,0.322183152209042,1,7323,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,7332,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Belgium,0.828474447696,M61,United States,0.683675221341859,M62,0.690859419232465,0,7359,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,7788,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Poland,0.639776689326929,M61,United States,0.683675221341859,M62,0.451077408572778,0,7800,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Iran,0.697029989208942,M61,United States,0.683675221341859,M62,0.515615193764996,0,7959,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,8216,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Spain,0.827036031955828,M62,0.311299406791887,1,8275,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Mexico,0.756756710226366,M62,0.409927241607884,1,8570,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Belgium,0.828474447696,M62,0.309140580767536,1,8587,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,8814,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,9030,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,9039,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Brazil,0.815674445258193,M61,United States,0.683675221341859,M62,0.671857496171539,0,9296,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Argentina,0.713176936529532,M62,0.465019611441133,1,9387,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,9486,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Spain,0.827036031955828,M61,United States,0.683675221341859,M62,0.688700593208113,0,9519,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Germany,0.819722782830755,M61,United States,0.683675221341859,M62,0.677816847790958,0,9525,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Mexico,0.756756710226366,M62,0.409927241607884,1,9660,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Belgium,0.828474447696,M61,United States,0.683675221341859,M62,0.690859419232465,0,9673,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Belgium,0.828474447696,M62,0.309140580767536,1,9677,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Portugal,0.787342947869841,M61,United States,0.683675221341859,M62,0.631409795371914,0,9704,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Germany,0.819722782830755,M61,United States,0.683675221341859,M62,0.677816847790958,0,9719,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Germany,0.819722782830755,M61,United States,0.683675221341859,M62,0.677816847790958,0,9753,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,9780,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Germany,0.819722782830755,M62,0.322183152209042,1,9807,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,9916,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,9954,United States
63,Knockout Round,Knockout Round,Finals,Knockout,England,0.828448299892353,M61,United States,0.683675221341859,M62,0.690820121999169,0,10215,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Mexico,0.756756710226366,M62,0.409927241607884,1,10425,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Mexico,0.756756710226366,M61,United States,0.683675221341859,M62,0.590072758392116,0,10556,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,10651,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,10733,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Germany,0.819722782830755,M61,United States,0.683675221341859,M62,0.677816847790958,0,10878,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Morocco,0.793195560991844,M62,0.360410552545608,1,11083,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,11129,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Morocco,0.793195560991844,M61,United States,0.683675221341859,M62,0.639589447454392,0,11171,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Spain,0.827036031955828,M62,0.311299406791887,1,11215,United States
63,Knockout Round,Knockout Round,Finals,Knockout,England,0.828448299892353,M61,United States,0.683675221341859,M62,0.690820121999169,0,11276,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Cameroon,0.715297881735711,M62,0.462435386095905,1,11352,United States
63,Knockout Round,Knockout Round,Finals,Knockout,England,0.828448299892353,M61,United States,0.683675221341859,M62,0.690820121999169,0,11776,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,11798,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Senegal,0.768105259185267,M61,United States,0.683675221341859,M62,0.605140271017666,0,12016,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Germany,0.819722782830755,M62,0.322183152209042,1,12121,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,12170,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,12242,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Senegal,0.768105259185267,M62,0.394859728982334,1,12259,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Brazil,0.815674445258193,M61,United States,0.683675221341859,M62,0.671857496171539,0,12272,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Germany,0.819722782830755,M62,0.322183152209042,1,12530,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Senegal,0.768105259185267,M61,United States,0.683675221341859,M62,0.605140271017666,0,12699,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Uruguay,0.54848619952249,M61,United States,0.683675221341859,M62,0.359817269270154,0,12731,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Spain,0.827036031955828,M61,United States,0.683675221341859,M62,0.688700593208113,0,12768,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,12807,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,12810,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,12862,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Senegal,0.768105259185267,M61,United States,0.683675221341859,M62,0.605140271017666,0,13010,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Morocco,0.793195560991844,M61,United States,0.683675221341859,M62,0.639589447454392,0,13076,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Germany,0.819722782830755,M62,0.322183152209042,1,13092,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Senegal,0.768105259185267,M61,United States,0.683675221341859,M62,0.605140271017666,0,13295,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Brazil,0.815674445258193,M62,0.328142503828461,1,13315,United States
63,Knockout Round,Knockout Round,Finals,Knockout,France,0.780360381500851,M61,United States,0.683675221341859,M62,0.621766812452229,0,13390,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,13508,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,13572,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Netherlands,0.847292970427077,M62,0.280332729319743,1,13662,United States
63,Knockout Round,Knockout Round,Finals,Knockout,France,0.780360381500851,M61,United States,0.683675221341859,M62,0.621766812452229,0,13667,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,13680,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Germany,0.819722782830755,M61,United States,0.683675221341859,M62,0.677816847790958,0,13761,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Netherlands,0.847292970427077,M62,0.280332729319743,1,13772,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Brazil,0.815674445258193,M61,United States,0.683675221341859,M62,0.671857496171539,0,13995,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Brazil,0.815674445258193,M61,United States,0.683675221341859,M62,0.671857496171539,0,14138,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Senegal,0.768105259185267,M61,United States,0.683675221341859,M62,0.605140271017666,0,14250,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Brazil,0.815674445258193,M62,0.328142503828461,1,14262,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Iran,0.697029989208942,M62,0.484384806235004,1,14387,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Argentina,0.713176936529532,M62,0.465019611441133,1,14484,United States
63,Knockout Round,Knockout Round,Finals,Knockout,England,0.828448299892353,M61,United States,0.683675221341859,M62,0.690820121999169,0,14497,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Denmark,0.778587101918141,M62,0.380662293634647,1,14561,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,14646,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Belgium,0.828474447696,M62,0.309140580767536,1,14690,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,14808,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Germany,0.819722782830755,M61,United States,0.683675221341859,M62,0.677816847790958,0,15001,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Brazil,0.815674445258193,M61,United States,0.683675221341859,M62,0.671857496171539,0,15134,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,15148,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,15156,United States
63,Knockout Round,Knockout Round,Finals,Knockout,South Korea,0.728385225275208,M61,United States,0.683675221341859,M62,0.553724736874322,0,15677,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Senegal,0.768105259185267,M61,United States,0.683675221341859,M62,0.605140271017666,0,15726,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Spain,0.827036031955828,M61,United States,0.683675221341859,M62,0.688700593208113,0,16010,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,16179,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Spain,0.827036031955828,M62,0.311299406791887,1,16205,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,16393,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,16416,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,16457,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Mexico,0.756756710226366,M61,United States,0.683675221341859,M62,0.590072758392116,0,16592,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Netherlands,0.847292970427077,M62,0.280332729319743,1,16694,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,16715,United States
63,Knockout Round,Knockout Round,Finals,Knockout,France,0.780360381500851,M61,United States,0.683675221341859,M62,0.621766812452229,0,16811,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Cameroon,0.715297881735711,M61,United States,0.683675221341859,M62,0.537564613904095,0,16982,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Senegal,0.768105259185267,M62,0.394859728982334,1,17090,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,17458,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Senegal,0.768105259185267,M62,0.394859728982334,1,17629,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Morocco,0.793195560991844,M62,0.360410552545608,1,17722,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Ecuador,0.503238303432919,M62,0.680867234411387,1,18001,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Portugal,0.787342947869841,M61,United States,0.683675221341859,M62,0.631409795371914,0,18003,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Morocco,0.793195560991844,M61,United States,0.683675221341859,M62,0.639589447454392,0,18059,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Argentina,0.713176936529532,M61,United States,0.683675221341859,M62,0.534980388558867,0,18087,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,18152,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,18159,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,18189,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Brazil,0.815674445258193,M61,United States,0.683675221341859,M62,0.671857496171539,0,18190,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Portugal,0.787342947869841,M62,0.368590204628086,1,18399,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Senegal,0.768105259185267,M62,0.394859728982334,1,18624,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Senegal,0.768105259185267,M62,0.394859728982334,1,18783,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Germany,0.819722782830755,M61,United States,0.683675221341859,M62,0.677816847790958,0,18818,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Netherlands,0.847292970427077,M61,United States,0.683675221341859,M62,0.719667270680257,0,18852,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,18961,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,Germany,0.819722782830755,M62,0.322183152209042,1,18991,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,France,0.780360381500851,M62,0.378233187547771,1,19072,United States
63,Knockout Round,Knockout Round,Finals,Knockout,Spain,0.827036031955828,M61,United States,0.683675221341859,M62,0.688700593208113,0,19207,United States
63,Knockout Round,Knockout Round,Finals,Knockout,United States,0.683675221341859,M61,England,0.828448299892353,M62,0.309179878000831,1,19383,United States
