date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1/18/1945,Argentina,Bolivia,4.0,0.0,Copa America,Santiago,Chile,True
1/21/1945,Brazil,Colombia,3.0,0.0,Copa America,Santiago,Chile,True
1/24/1945,Chile,Bolivia,5.0,0.0,Copa America,Santiago,Chile,False
1/24/1945,Ecuador,Uruguay,1.0,5.0,Copa America,Santiago,Chile,True
1/28/1945,Bolivia,Brazil,0.0,2.0,Copa America,Santiago,Chile,True
1/28/1945,Colombia,Uruguay,0.0,7.0,Copa America,Santiago,Chile,True
1/31/1945,Argentina,Ecuador,4.0,2.0,Copa America,Santiago,Chile,True
1/31/1945,Chile,Colombia,2.0,0.0,Copa America,Santiago,Chile,False
2/7/1945,Argentina,Colombia,9.0,1.0,Copa America,Santiago,Chile,True
2/7/1945,Brazil,Uruguay,3.0,0.0,Copa America,Santiago,Chile,True
2/11/1945,Bolivia,Ecuador,0.0,0.0,Copa America,Santiago,Chile,True
2/11/1945,Chile,Argentina,1.0,1.0,Copa America,Santiago,Chile,False
2/15/1945,Argentina,Brazil,3.0,1.0,Copa America,Santiago,Chile,True
2/15/1945,Bolivia,Uruguay,0.0,2.0,Copa America,Santiago,Chile,True
2/18/1945,Chile,Uruguay,1.0,0.0,Copa America,Santiago,Chile,False
2/18/1945,Colombia,Ecuador,3.0,1.0,Copa America,Santiago,Chile,True
2/21/1945,Bolivia,Colombia,3.0,3.0,Copa America,Santiago,Chile,True
2/21/1945,Brazil,Ecuador,9.0,2.0,Copa America,Santiago,Chile,True
2/25/1945,Argentina,Uruguay,1.0,0.0,Copa America,Santiago,Chile,True
2/28/1945,Chile,Brazil,0.0,1.0,Copa America,Santiago,Chile,False
1/12/1946,Argentina,Paraguay,2.0,0.0,Copa America,Buenos Aires,Argentina,False
1/16/1946,Bolivia,Brazil,0.0,3.0,Copa America,Buenos Aires,Argentina,True
1/16/1946,Chile,Uruguay,0.0,1.0,Copa America,Buenos Aires,Argentina,True
1/19/1946,Argentina,Bolivia,7.0,1.0,Copa America,Buenos Aires,Argentina,False
1/19/1946,Chile,Paraguay,2.0,1.0,Copa America,Buenos Aires,Argentina,True
1/23/1946,Brazil,Uruguay,4.0,3.0,Copa America,Buenos Aires,Argentina,True
1/26/1946,Argentina,Chile,3.0,1.0,Copa America,Buenos Aires,Argentina,False
1/26/1946,Bolivia,Paraguay,2.0,4.0,Copa America,Buenos Aires,Argentina,True
1/29/1946,Bolivia,Uruguay,0.0,5.0,Copa America,Avellaneda,Argentina,True
1/29/1946,Brazil,Paraguay,1.0,1.0,Copa America,Avellaneda,Argentina,True
2/2/1946,Argentina,Uruguay,3.0,1.0,Copa America,Buenos Aires,Argentina,False
2/3/1946,Brazil,Chile,5.0,1.0,Copa America,Buenos Aires,Argentina,True
2/8/1946,Bolivia,Chile,1.0,4.0,Copa America,Buenos Aires,Argentina,True
2/8/1946,Paraguay,Uruguay,2.0,1.0,Copa America,Buenos Aires,Argentina,True
2/10/1946,Argentina,Brazil,2.0,0.0,Copa America,Buenos Aires,Argentina,False
11/30/1947,Ecuador,Bolivia,2.0,2.0,Copa America,Guayaquil,Ecuador,False
12/2/1947,Argentina,Paraguay,6.0,0.0,Copa America,Guayaquil,Ecuador,True
12/2/1947,Colombia,Uruguay,0.0,2.0,Copa America,Guayaquil,Ecuador,True
12/4/1947,Argentina,Bolivia,7.0,0.0,Copa America,Guayaquil,Ecuador,True
12/4/1947,Ecuador,Colombia,0.0,0.0,Copa America,Guayaquil,Ecuador,False
12/6/1947,Chile,Uruguay,0.0,6.0,Copa America,Guayaquil,Ecuador,True
12/6/1947,Paraguay,Peru,2.0,2.0,Copa America,Guayaquil,Ecuador,True
12/9/1947,Bolivia,Uruguay,0.0,3.0,Copa America,Guayaquil,Ecuador,True
12/9/1947,Chile,Peru,2.0,1.0,Copa America,Guayaquil,Ecuador,True
12/11/1947,Argentina,Peru,3.0,2.0,Copa America,Guayaquil,Ecuador,True
12/11/1947,Ecuador,Chile,0.0,3.0,Copa America,Guayaquil,Ecuador,False
12/13/1947,Bolivia,Colombia,0.0,0.0,Copa America,Guayaquil,Ecuador,True
12/13/1947,Paraguay,Uruguay,4.0,2.0,Copa America,Guayaquil,Ecuador,True
12/16/1947,Argentina,Chile,1.0,1.0,Copa America,Guayaquil,Ecuador,True
12/16/1947,Ecuador,Uruguay,1.0,6.0,Copa America,Guayaquil,Ecuador,False
12/18/1947,Argentina,Colombia,6.0,0.0,Copa America,Guayaquil,Ecuador,True
12/18/1947,Bolivia,Paraguay,1.0,3.0,Copa America,Guayaquil,Ecuador,True
12/20/1947,Colombia,Paraguay,0.0,2.0,Copa America,Guayaquil,Ecuador,True
12/20/1947,Ecuador,Peru,0.0,0.0,Copa America,Guayaquil,Ecuador,False
12/23/1947,Chile,Paraguay,0.0,1.0,Copa America,Guayaquil,Ecuador,True
12/23/1947,Colombia,Peru,1.0,5.0,Copa America,Guayaquil,Ecuador,True
12/25/1947,Ecuador,Argentina,0.0,2.0,Copa America,Guayaquil,Ecuador,False
12/25/1947,Peru,Uruguay,0.0,1.0,Copa America,Guayaquil,Ecuador,True
12/27/1947,Bolivia,Peru,0.0,2.0,Copa America,Guayaquil,Ecuador,True
12/28/1947,Argentina,Uruguay,3.0,1.0,Copa America,Guayaquil,Ecuador,True
12/29/1947,Chile,Colombia,4.0,1.0,Copa America,Guayaquil,Ecuador,True
12/29/1947,Ecuador,Paraguay,0.0,4.0,Copa America,Guayaquil,Ecuador,False
12/31/1947,Bolivia,Chile,3.0,4.0,Copa America,Guayaquil,Ecuador,True
4/3/1949,Brazil,Ecuador,9.0,1.0,Copa America,Rio de Janeiro,Brazil,False
4/6/1949,Bolivia,Chile,3.0,2.0,Copa America,São Paulo,Brazil,True
4/6/1949,Colombia,Paraguay,0.0,3.0,Copa America,São Paulo,Brazil,True
4/10/1949,Brazil,Bolivia,10.0,1.0,Copa America,São Paulo,Brazil,False
4/10/1949,Colombia,Peru,0.0,4.0,Copa America,Rio de Janeiro,Brazil,True
4/10/1949,Ecuador,Paraguay,0.0,1.0,Copa America,Rio de Janeiro,Brazil,True
4/13/1949,Brazil,Chile,2.0,1.0,Copa America,São Paulo,Brazil,False
4/13/1949,Ecuador,Uruguay,2.0,3.0,Copa America,Rio de Janeiro,Brazil,True
4/13/1949,Paraguay,Peru,3.0,1.0,Copa America,Rio de Janeiro,Brazil,True
4/17/1949,Bolivia,Uruguay,3.0,2.0,Copa America,Rio de Janeiro,Brazil,True
4/17/1949,Brazil,Colombia,5.0,0.0,Copa America,São Paulo,Brazil,False
4/17/1949,Chile,Ecuador,1.0,0.0,Copa America,São Paulo,Brazil,True
4/20/1949,Chile,Colombia,1.0,1.0,Copa America,Rio de Janeiro,Brazil,True
4/20/1949,Ecuador,Peru,0.0,4.0,Copa America,Rio de Janeiro,Brazil,True
4/20/1949,Paraguay,Uruguay,1.0,2.0,Copa America,São Paulo,Brazil,True
4/24/1949,Brazil,Peru,7.0,1.0,Copa America,Rio de Janeiro,Brazil,False
4/25/1949,Bolivia,Ecuador,2.0,0.0,Copa America,São Paulo,Brazil,True
4/25/1949,Uruguay,Colombia,2.0,2.0,Copa America,São Paulo,Brazil,True
4/27/1949,Bolivia,Peru,0.0,3.0,Copa America,Santos,Brazil,True
4/27/1949,Chile,Paraguay,2.0,4.0,Copa America,São Paulo,Brazil,True
4/30/1949,Bolivia,Paraguay,0.0,7.0,Copa America,Rio de Janeiro,Brazil,True
4/30/1949,Brazil,Uruguay,5.0,1.0,Copa America,Rio de Janeiro,Brazil,False
4/30/1949,Chile,Peru,0.0,3.0,Copa America,São Paulo,Brazil,True
5/3/1949,Colombia,Ecuador,1.0,4.0,Copa America,Rio de Janeiro,Brazil,True
5/4/1949,Peru,Uruguay,4.0,3.0,Copa America,Rio de Janeiro,Brazil,True
5/6/1949,Bolivia,Colombia,4.0,0.0,Copa America,Rio de Janeiro,Brazil,True
5/8/1949,Brazil,Paraguay,1.0,2.0,Copa America,Rio de Janeiro,Brazil,False
5/8/1949,Chile,Uruguay,3.0,1.0,Copa America,Belo Horizonte,Brazil,True
5/11/1949,Brazil,Paraguay,7.0,0.0,Copa America,Rio de Janeiro,Brazil,False
2/22/1953,Peru,Bolivia,0.0,1.0,Copa America,Lima,Peru,False
2/25/1953,Bolivia,Uruguay,0.0,2.0,Copa America,Lima,Peru,True
2/25/1953,Chile,Paraguay,0.0,3.0,Copa America,Lima,Peru,True
2/28/1953,Peru,Ecuador,1.0,0.0,Copa America,Lima,Peru,False
3/1/1953,Bolivia,Brazil,1.0,8.0,Copa America,Lima,Peru,True
3/1/1953,Chile,Uruguay,3.0,2.0,Copa America,Lima,Peru,True
3/4/1953,Ecuador,Paraguay,0.0,0.0,Copa America,Lima,Peru,True
3/4/1953,Peru,Chile,0.0,0.0,Copa America,Lima,Peru,False
3/8/1953,Bolivia,Ecuador,1.0,1.0,Copa America,Lima,Peru,True
3/8/1953,Peru,Paraguay,2.0,2.0,Copa America,Lima,Peru,False
3/12/1953,Brazil,Ecuador,2.0,0.0,Copa America,Lima,Peru,True
3/12/1953,Paraguay,Uruguay,2.0,2.0,Copa America,Lima,Peru,True
3/15/1953,Brazil,Uruguay,1.0,0.0,Copa America,Lima,Peru,True
3/16/1953,Bolivia,Paraguay,1.0,2.0,Copa America,Lima,Peru,True
3/19/1953,Chile,Ecuador,3.0,0.0,Copa America,Lima,Peru,True
3/19/1953,Peru,Brazil,1.0,0.0,Copa America,Lima,Peru,False
3/23/1953,Brazil,Chile,3.0,2.0,Copa America,Lima,Peru,True
3/23/1953,Ecuador,Uruguay,0.0,6.0,Copa America,Lima,Peru,True
3/27/1953,Brazil,Paraguay,1.0,2.0,Copa America,Lima,Peru,True
3/28/1953,Bolivia,Chile,2.0,2.0,Copa America,Lima,Peru,True
3/28/1953,Peru,Uruguay,0.0,3.0,Copa America,Lima,Peru,False
4/1/1953,Brazil,Paraguay,2.0,3.0,Copa America,Lima,Peru,True
2/27/1955,Chile,Ecuador,7.0,1.0,Copa America,Santiago,Chile,False
3/2/1955,Argentina,Paraguay,5.0,3.0,Copa America,Santiago,Chile,True
3/6/1955,Chile,Peru,5.0,4.0,Copa America,Santiago,Chile,False
3/9/1955,Argentina,Ecuador,4.0,0.0,Copa America,Santiago,Chile,True
3/9/1955,Paraguay,Uruguay,1.0,3.0,Copa America,Santiago,Chile,True
3/13/1955,Chile,Uruguay,2.0,2.0,Copa America,Santiago,Chile,False
3/13/1955,Ecuador,Peru,2.0,4.0,Copa America,Santiago,Chile,True
3/16/1955,Ecuador,Paraguay,0.0,2.0,Copa America,Santiago,Chile,True
3/20/1955,Chile,Paraguay,5.0,0.0,Copa America,Santiago,Chile,False
3/23/1955,Ecuador,Uruguay,1.0,5.0,Copa America,Santiago,Chile,True
3/23/1955,Paraguay,Peru,1.0,1.0,Copa America,Santiago,Chile,True
3/27/1955,Argentina,Uruguay,6.0,1.0,Copa America,Santiago,Chile,True
3/30/1955,Chile,Argentina,0.0,1.0,Copa America,Santiago,Chile,False
3/30/1955,Peru,Uruguay,2.0,1.0,Copa America,Santiago,Chile,True
4/25/1955,Argentina,Peru,2.0,2.0,Copa America,Santiago,Chile,True
1/21/1956,Uruguay,Paraguay,4.0,2.0,Copa America,Montevideo,Uruguay,False
1/22/1956,Argentina,Peru,2.0,1.0,Copa America,Montevideo,Uruguay,True
1/24/1956,Brazil,Chile,1.0,4.0,Copa America,Montevideo,Uruguay,True
1/28/1956,Uruguay,Peru,2.0,0.0,Copa America,Montevideo,Uruguay,False
1/29/1956,Argentina,Chile,2.0,0.0,Copa America,Montevideo,Uruguay,True
1/29/1956,Brazil,Paraguay,0.0,0.0,Copa America,Montevideo,Uruguay,True
2/1/1956,Argentina,Paraguay,1.0,0.0,Copa America,Montevideo,Uruguay,True
2/1/1956,Brazil,Peru,2.0,1.0,Copa America,Montevideo,Uruguay,True
2/5/1956,Argentina,Brazil,0.0,1.0,Copa America,Montevideo,Uruguay,True
2/5/1956,Paraguay,Peru,1.0,1.0,Copa America,Montevideo,Uruguay,True
2/6/1956,Uruguay,Chile,2.0,1.0,Copa America,Montevideo,Uruguay,False
2/9/1956,Chile,Peru,4.0,3.0,Copa America,Montevideo,Uruguay,True
2/10/1956,Uruguay,Brazil,0.0,0.0,Copa America,Montevideo,Uruguay,False
2/12/1956,Chile,Paraguay,2.0,0.0,Copa America,Montevideo,Uruguay,True
2/15/1956,Uruguay,Argentina,1.0,0.0,Copa America,Montevideo,Uruguay,False
3/7/1957,Ecuador,Uruguay,2.0,5.0,Copa America,Lima,Peru,True
3/10/1957,Peru,Ecuador,2.0,1.0,Copa America,Lima,Peru,False
3/13/1957,Argentina,Colombia,8.0,2.0,Copa America,Lima,Peru,True
3/13/1957,Brazil,Chile,4.0,2.0,Copa America,Lima,Peru,True
3/16/1957,Peru,Chile,1.0,0.0,Copa America,Lima,Peru,False
3/17/1957,Argentina,Ecuador,3.0,0.0,Copa America,Lima,Peru,True
3/17/1957,Colombia,Uruguay,1.0,0.0,Copa America,Lima,Peru,True
3/20/1957,Argentina,Uruguay,4.0,0.0,Copa America,Lima,Peru,True
3/21/1957,Brazil,Ecuador,7.0,1.0,Copa America,Lima,Peru,True
3/21/1957,Chile,Colombia,3.0,2.0,Copa America,Lima,Peru,True
3/23/1957,Peru,Uruguay,3.0,5.0,Copa America,Lima,Peru,False
3/24/1957,Brazil,Colombia,9.0,0.0,Copa America,Lima,Peru,True
3/24/1957,Chile,Ecuador,2.0,2.0,Copa America,Lima,Peru,True
3/27/1957,Peru,Colombia,4.0,1.0,Copa America,Lima,Peru,False
3/28/1957,Argentina,Chile,6.0,2.0,Copa America,Lima,Peru,True
3/28/1957,Brazil,Uruguay,2.0,3.0,Copa America,Lima,Peru,True
3/31/1957,Peru,Brazil,0.0,1.0,Copa America,Lima,Peru,False
4/1/1957,Chile,Uruguay,0.0,2.0,Copa America,Lima,Peru,True
4/1/1957,Colombia,Ecuador,4.0,1.0,Copa America,Lima,Peru,True
4/3/1957,Argentina,Brazil,3.0,0.0,Copa America,Lima,Peru,True
4/6/1957,Peru,Argentina,2.0,1.0,Copa America,Lima,Peru,False
3/7/1959,Argentina,Chile,6.0,1.0,Copa America,Buenos Aires,Argentina,False
3/8/1959,Bolivia,Uruguay,0.0,7.0,Copa America,Buenos Aires,Argentina,True
3/10/1959,Brazil,Peru,2.0,2.0,Copa America,Buenos Aires,Argentina,True
3/11/1959,Argentina,Bolivia,2.0,0.0,Copa America,Buenos Aires,Argentina,False
3/11/1959,Chile,Paraguay,1.0,2.0,Copa America,Buenos Aires,Argentina,True
3/14/1959,Peru,Uruguay,5.0,3.0,Copa America,Buenos Aires,Argentina,True
3/15/1959,Bolivia,Paraguay,0.0,5.0,Copa America,Buenos Aires,Argentina,True
3/15/1959,Brazil,Chile,3.0,0.0,Copa America,Buenos Aires,Argentina,True
